老磊,面傈规侥,00矫,01矫,02矫,03矫,04矫,05矫,06矫,07矫,08矫,09矫,10矫,11矫,12矫,13矫,14矫,15矫,16矫,17矫,18矫,19矫,20矫,21矫,22矫,23矫
2025-03-31,肯加,5601.4495,4691.9795,3776.4995,3016.4845,2321.839,1583.35,1118.2703,874.0345,985.3735,1266.0098,1353.6695,1576.3064,1722.2596,1745.9544,1859.6513,2218.4559,2728.2734,3351.4319,4382.3535,5554.4735,6400.4142,6800.0773,7120.3968,6739.0396
2025-03-31,鞭加,2574.025,1887.0862,852.1706,798.5705,1397.3944,2614.4476,3510.2696,5487.9681,7858.5683,10358.8683,11119.2658,12476.38,14567.348,12381.636,12128.5136,11476.8797,11662.3998,11790.3575,11342.4758,10375.6799,7587.0113,6492.3722,5170.7374,4085.3767
2025-04-01,肯加,5977.4245,5073.1707,4076.5928,3232.9883,2471.7323,1838.1963,1402.7585,1137.3259,1084.8485,1297.9913,1378.2962,1403.2692,1536.1559,1620.2671,1680.8918,2080.7983,2753.0566,3439.9673,4450.3328,5334.4125,6316.5559,6753.3007,7146.4405,6865.9747
2025-04-01,鞭加,2285.4621,1923.1297,998.0137,1236.1941,1322.2776,2244.0081,3233.4244,5668.2602,6804.3471,9995.2605,10037.9655,16851135.36,12915.0381,11573.2295,12077.0807,11695.1266,12202.5787,12311.3168,10694.852,10567.4332,8934.4434,6116.3871,4713.5493,4039.5033
2025-04-02,肯加,6131.1743,5080.6003,4028.9183,3144.2543,2301.0368,1678.8438,1234.6781,1015.7801,1120.0252,1248.9316,1275.5413,1355.1073,1463.8027,1492.5452,1603.7924,2001.2795,2758.7904,3557.8512,4706.3799,5681.2388,6438.6563,6914.4089,7211.4312,6894.1374
2025-04-02,鞭加,1878.7556,1913.3185,1211.0595,1094.8173,1415.9024,2020.642,3472.2612,5537.0655,6972.4372,9407.3911,10565.2175,11612.4094,12982.1715,11037.9708,11425.9472,10897.2621,12213.3771,12051.9938,11493.5662,10007.2703,8258.9655,6155.5401,5131.3031,3653.9481
2025-04-03,肯加,6168.8884,5321.3844,4404.3869,3523.6785,2586.4065,1867.8865,1406.1133,1249.2776,1137.7157,1293.3719,1395.7855,1622.4563,1701.173,1670.9891,1769.0528,2150.5298,2772.6306,3546.5693,4572.4993,5756.9666,6493.8729,6978.5693,7445.5589,7241.2513
2025-04-03,鞭加,2067.6154,2150.6786,1276.928,1072.1611,1345.7689,2430.5901,3346.2766,5805.4135,7472.6879,10450.1835,10831.7246,11690.3142,12213.998,11596.9262,11313.0532,11280.5541,12432.3011,11679.536,11542.8844,10706.8942,8003.368,6436.9073,5295.1344,4632.571
2025-04-04,肯加,6482.9382,5447.4057,4419.368,3355.7241,2536.0532,1944.9932,1469.7854,1124.951,1031.7123,1240.9312,1518.5883,1752.488,1766.0357,1854.0197,1900.577,2225.5865,2896.6617,3506.3033,4380.5903,5532.6791,6354.5742,6924.0856,7376.3522,7306.1512
2025-04-04,鞭加,2599.2928,2211.9627,1109.1207,1043.8163,1764.8891,2073.5565,2969.2743,5860.5193,8477.8657,10425.2984,10497.8394,11326.2875,12173.0948,12541.6981,12115.5488,11644.462,12729.2278,11396.5597,10917.165,9834.0534,7896.1171,6855.7277,6055.7354,4361.5187
2025-04-05,肯加,6645.0712,5753.0261,4769.5534,3817.7134,2971.2126,2228.533,1662.0674,1383.9089,1268.5277,1386.1476,1587.6859,1787.3973,2007.3279,2268.3385,2501.715,2813.1017,3156.5928,3499.7568,4104.2674,4788.5905,5305.9309,5916.5299,6327.3502,6237.005
2025-04-05,鞭加,2415.7162,1627.7445,1196.2013,988.5532,2002.6945,2454.2078,3381.0532,6221.433,6280.4869,8638.3859,10628.4637,9989.7449,10051.1569,10842.2549,11784.1261,11280.6589,10843.5877,10955.1183,9353.8901,8675.3129,7531.9945,6826.578,5048.4438,3490.5565
2025-04-06,肯加,5593.3128,4859.7911,4227.0971,3503.0876,2670.7694,1958.7764,1522.9186,1376.2651,1311.3838,1436.4381,1541.8686,1758.7207,2009.6481,2304.474,2766.0917,3118.225,3465.1957,4066.2688,4709.1332,5472.6976,6134.1973,6515.5823,6707.2643,6464.5264
2025-04-06,鞭加,2103.3172,2040.5372,1373.3659,886.4831,1298.3272,1418.8187,2959.9626,4619.7458,6674.1678,8456.1701,10811.5936,11573.5466,10768.133,10173.0462,11915.5579,10999.0983,10871.1367,10292.2919,9168.8767,9010.4788,7453.8178,6410.4092,5088.8939,3549.9697
2025-04-07,肯加,5732.2984,4707.2377,3851.9127,2917.8567,2220.6332,1598.2288,1169.9498,945.9898,972.6172,1286.7144,1373.9448,1461.3885,1524.6199,1602.0463,1701.8678,2210.7484,2829.7417,3611.2177,4682.8338,5742.3586,6274.9827,6408.6878,6543.9482,6223.3697
2025-04-07,鞭加,2077.6822,1714.421,1094.641,831.3107,1192.5996,1894.9554,3348.5121,5111.825,7577.5663,9872.6455,10216.8167,11651.5579,12849.9544,10996.8681,11277.8836,11362.6375,11484.0917,11492.0672,10569.8639,9732.1495,8192.6639,5732.2501,4360.9593,3325.94
2025-04-08,肯加,5478.7623,4706.791,3706.6485,2935.4815,2154.3015,1518.3015,1109.9177,917.9876,983.1608,1107.8583,1222.8944,1415.7897,1394.9195,1320.0776,1304.7835,1805.5675,2602.9286,3396.9017,4423.2061,5472.4781,6081.7475,6445.7928,6957.8844,6677.5097
2025-04-08,鞭加,1891.0899,1561.6782,994.6712,1181.9937,1405.7523,1661.8369,2809.0179,5234.0505,6432.8127,9553.3106,9608.5719,10162.4099,11449.6242,10592.4236,10219.9809,10754.12,10588.8258,12079.7645,10065.809,9550.1925,8252.4716,6762.1705,4801.2135,3907.5123
2025-04-09,肯加,5852.6095,4966.7101,4073.3265,3094.3918,2278.2681,1610.3519,1122.2813,855.2918,955.3434,1233.0259,1397.5392,1469.6671,1571.6087,1629.7729,1726.9513,2065.3176,2702.2981,3384.5002,4245.4527,5253.2927,5974.2194,6504.3067,6804.1817,6492.3117
2025-04-09,鞭加,2270.1931,1603.4687,1185.5789,1020.9289,1054.7637,1974.7454,3144.8185,5353.7445,6661.7227,8876.4289,10046.0694,10509.26,11420.3315,10817.6506,11361.6576,10905.2329,11034.1226,11629.9726,9534.6901,9198.2532,7055.9285,6287.4837,4530.6747,3489.6505
2025-04-10,肯加,5764.7457,4747.1711,3845.4872,3016.5502,2371.2402,1748.8024,1332.9308,1094.3598,973.1155,1081.4142,1225.1503,1290.7768,1316.8598,1365.1822,1438.2169,1862.8841,2642.8458,3510.3179,4679.2373,5973.3392,6651.6164,7039.8217,7413.193,7036.506
2025-04-10,鞭加,1918.8321,1491.5247,1602.134,792.6278,1215.2995,1830.3577,3084.874,5160.3334,6942.5808,9132.9718,8860.9788,10213.6627,11873.3154,11188.2377,10966.6913,10923.9791,11012.9171,10901.6249,10441.3721,9734.1715,7786.9662,6423.3297,4681.132,4384.7063
2025-04-11,肯加,6331.4501,5321.3511,4206.0571,3285.6951,2493.6161,1778.0191,1314.3831,1125.3619,1140.4877,1331.7938,1402.3598,1464.0296,1695.2916,1654.7832,1709.9057,2239.0687,2685.4422,3349.9576,4376.2673,5515.3403,6294.4943,6645.5056,7113.4523,7127.2663
2025-04-11,鞭加,2571.4691,1920.0541,1245.2098,1167.8774,1716.0259,2516.6204,3143.0147,5498.7595,7571.4423,9686.5826,10112.207,10834.3606,11737.8517,12570.2564,11829.5423,11939.6886,12033.0544,11411.9426,11407.7631,10234.9882,8450.768,7385.9227,5324.227,4485.5873
2025-04-12,肯加,6583.7307,5719.1649,4761.1541,3823.0653,2959.8242,2265.1622,1635.8512,1394.8242,1238.5745,1352.0808,1481.4065,1631.9893,1755.2926,1974.451,2223.9457,2675.4094,3067.6848,3367.3045,3617.4643,4252.9808,4793.7862,5219.863,5594.906,5651.7997
2025-04-12,鞭加,2936.4546,1856.7153,1247.46,1137.8707,1670.2629,2346.3212,3430.3365,4544.9063,6119.8589,8597.5856,10049.2304,10048.2038,9212.115,9533.3448,10016.5437,9921.341,8534.9905,8238.1338,7999.2775,6582.9752,5558.0123,4712.5077,4262.9561,3511.4106
2025-04-13,肯加,5080.3437,4377.0877,3859.7876,3188.8539,2611.3323,2092.8523,1641.2323,1413.9786,1328.3355,1501.4536,1597.2439,1812.3787,2012.2129,2300.033,2771.3723,3205.7262,3610.8067,4212.3745,4872.8099,5247.1562,5510.5357,5708.1919,5616.8785,5058.5378
2025-04-13,鞭加,1941.8511,1695.4786,1498.1696,974.1393,1348.1002,1547.6134,4141.0161,5136.0441,6944.5254,8126.5144,9414.1296,10571.0345,10415.9026,10523.7673,11716.3544,11506.623,10258.5858,9392.7758,9382.5127,8986.3688,6869.6049,5396.445,4347.3915,2901.2817
2025-04-14,肯加,4383.9296,3681.6618,3127.9719,2501.9471,1886.5768,1461.7455,1201.3752,1052.4878,1084.5501,1324.2353,1423.0991,1724.2651,1841.6856,1868.2275,1837.7265,2140.1708,2804.7742,3692.4606,4880.1853,6157.0612,6844.9558,7170.8819,7358.2308,7118.0424
2025-04-14,鞭加,1824.6687,1560.6559,859.3351,928.8586,1238.1307,1703.9107,3567.5459,5448.3305,7935.6443,9961.5725,10491.0932,11238.2095,11541.2165,11448.7187,11267.9707,12774.7268,12719.0787,13150.335,10526.4756,10358.1136,8163.2051,6875.5919,4900.6731,4107.4949
2025-04-15,肯加,6455.1224,5517.0624,4422.6701,3467.4512,2643.5734,1801.5854,1344.4461,1124.1464,1083.4919,1254.4713,1292.716,1383.7531,1552.9099,1512.3722,1619.8312,2144.1724,2959.2989,3749.7033,4582.31,5479.4064,6007.5143,6373.9169,6625.2198,6189.0302
2025-04-15,鞭加,2560.1876,2193.3437,1539.8049,928.3127,1462.5784,2819.851,3607.093,6050.9253,7965.3355,11109.6189,10930.0733,11267.9294,12910.7882,12743.208,11715.2917,12176.0226,12725.4989,12392.4339,11848.7484,10689.9611,8162.7908,6609.5066,5470.9856,4235.5609
2025-04-16,肯加,5264.0445,4581.7581,3816.5743,3051.2618,2313.3393,1516.9899,1124.8607,922.5054,1139.6136,1171.8353,1257.9091,1309.9018,1435.2512,1500.2716,1632.3153,2068.4636,2651.3459,3417.4552,4394.3413,5460.3725,6131.6086,6496.1127,6841.9107,6718.8006
2025-04-16,鞭加,1979.712,2080.611,1466.0566,1005.3734,1660.6453,2436.4772,3515.2618,5331.9094,7342.8038,9655.3508,9496.5494,10207.4906,12529.6867,11565.1656,10884.9171,11164.2845,11399.5921,11360.378,9488.3541,9426.8689,8166.2647,6081.4117,4731.5266,3883.9316
2025-04-17,肯加,6136.2791,5105.0929,4022.6485,3147.6401,2338.0961,1678.0701,1194.901,1019.3378,980.332,1130.1912,1164.8276,1285.3582,1373.2418,1415.6776,1615.082,1975.5012,2442.254,3335.3349,4473.9561,5462.7878,6020.8922,6253.1297,6545.8705,6273.169
2025-04-17,鞭加,2069.4403,1728.0981,877.7473,837.9773,1370.3021,1693.8393,3410.7774,5280.7825,6407.1851,8550.1499,9158.6671,10145.8907,11673.3178,10433.5772,11544.5717,11297.8425,11856.3063,11347.978,10047.4592,10037.299,7683.0554,5617.0453,4503.8867,3675.9666
2025-04-18,肯加,5509.6107,4725.1032,3809.8011,3019.1844,2297.7399,1706.4233,1248.6291,1009.9932,1016.0717,1254.0158,1331.8514,1541.514,1723.036,1810.6268,1808.8155,2131.7491,2600.4787,3269.1391,4305.9607,5407.1139,6178.444,6608.5847,7049.8586,7062.6114
2025-04-18,鞭加,2202.6375,1933.9534,1311.3975,976.6572,1479.2303,2156.6595,3345.524,4608.2114,6444.357,8748.6897,9095.6844,10222.824,11827.5854,11307.545,12066.1947,10889.1576,12564.1543,12557.9282,9549.2702,9632.0601,8822.4892,6967.3303,5677.9692,3716.6964
2025-04-19,肯加,6279.7926,5409.8789,4531.5077,3631.4447,2865.1163,2164.5359,1612.8513,1235.539,1171.8625,1319.1627,1389.3284,1527.2682,1667.0675,1901.7004,2253.4894,2479.638,2711.9348,64757.0056,3835.8291,4358.6617,4754.9806,5036.7919,5065.4347,66573.4568
2025-04-19,鞭加,2376.5107,2087.6135,1075.2817,1251.9549,1260.2121,2017.7712,2877.0698,4975.3831,5572.5276,7635.4101,8770.6207,9003.5175,10487.3338,10173.8349,10313.7576,10187.1328,8859.556,9238.7518,7915.1275,6932.0292,6265.9772,5220.8248,4470.7483,3552.4049
2025-04-20,肯加,4418.727,3760.3246,3265.3671,2825.8349,2356.1992,1784.6112,1453.7137,1288.3943,1219.629,1289.3082,1463.6822,1615.8636,1785.3318,2163.7419,2376.7555,2727.7714,3042.6143,3469.9283,4143.8598,4807.4591,5486.7574,6055.3622,6201.5289,5782.2474
2025-04-20,鞭加,1895.8372,1068.1667,1026.3477,1133.3367,1434.4786,1299.2415,2388.8956,4077.2119,6220.089,7293.7615,7763.5907,9096.1765,10174.2127,8646.6961,9929.5738,9815.8764,8539.5894,9271.5423,8212.9156,7461.6514,6603.0013,5618.2752,4893.2402,3153.2859
2025-04-21,肯加,5057.0081,4251.2699,3529.0939,2662.5549,1881.8019,1283.3232,967.2683,836.8497,981.0973,1226.7185,1329.7877,1391.6753,1507.4229,1525.074,1520.5142,1959.3199,2550.8947,3337.8006,4194.6415,5125.3807,5637.4189,5962.1123,6158.7376,5801.0782
2025-04-21,鞭加,1736.665,1198.2927,988.7616,706.698,1202.7055,1939.9637,2905.5165,5225.3329,5880.6215,7828.8111,9121.0488,10654.8054,11949.4884,11433.8434,11483.7128,10598.5067,11312.7178,11516.1059,10474.9735,10210.3149,8102.816,5976.0347,4441.6487,3216.3075
2025-04-22,肯加,5004.338,4283.1841,3563.7837,2775.8907,1977.167,1494.1826,1133.2972,898.1768,890.5531,1097.9658,1257.2989,1281.205,1342.0645,1385.4996,1444.9956,1638.5608,2152.4717,2870.6053,3898.038,5222.5363,71234.0593,6336.2476,6664.4797,6459.6491
2025-04-22,鞭加,1921.4717,1806.4627,946.5656,649.6613,1039.652,1722.6436,2857.8585,4444.7641,4726.3078,6708.9445,8476.7326,8635.889,9559.0512,10495.2463,9813.3855,10560.8316,9609.7512,9399.5749,9159.3541,8802.6564,7584.1995,6163.3958,4855.2035,3315.9035
2025-04-23,肯加,5758.2535,4829.9105,3888.1625,3009.926,2273.506,1557.6812,1251.5911,1032.9568,1018.8298,1213.8192,1283.076,1398.8286,1505.3964,1487.3721,1642.0406,1955.2387,2386.4325,3446.391,13016511.37,13017490.39,13018163.97,6430.208,6601.0982,6382.0249
2025-04-23,鞭加,2061.4928,1729.5171,1324.0471,818.0214,1441.7653,2111.711,3229.4313,5239.6314,6850.1556,9542.3272,9363.3223,10161.3834,11389.1155,11295.2687,11293.8967,10836.6836,11032.1263,11789.9699,9495.6683,10268.2226,8523.7499,6103.2803,5566.891,4142.2113
2025-04-24,肯加,5589.4918,4598.082,3598.5507,2846.3295,2168.7555,1560.5108,1135.5465,909.2171,977.5976,1191.0322,1330.6994,1494.1941,1569.1342,1472.2229,1548.898,2117.918,2781.8002,3607.4825,4470.893,5575.2949,6273.5087,6666.0777,6977.7665,6927.9374
2025-04-24,鞭加,2140.4088,1825.7501,1463.4031,935.1956,1629.2218,1827.1717,3107.6195,5194.0309,6224.3874,9176.9079,9130.909,9930.1017,11630.7189,11185.8465,11060.9854,11766.7745,11035.1826,12053.8126,10254.5619,11135.8052,8057.6534,5728.8038,4891.2514,3676.0373
2025-04-25,肯加,6342.6154,5297.9424,4308.6715,3421.9795,2487.6708,1826.3878,1332.3743,1107.8078,1205.764,1400.6113,1444.1988,1552.557,1679.7726,1767.8813,1866.4083,2122.916,2632.1674,3405.7136,4341.401,5419.7357,6293.2422,6909.9121,7314.1094,6990.3895
2025-04-25,鞭加,2141.5005,1983.9892,1369.7265,952.6769,1103.6686,2072.9715,3342.5484,5706.8293,7556.4511,9670.7975,10023.8701,10943.0741,12936.1994,12153.4157,11007.1466,10968.2731,11346.8537,12955.7088,11110.6963,11139.3131,9016.0502,8172.5895,5969.3412,4858.2925
2025-04-26,肯加,6193.7664,5233.7466,4317.6519,3479.5126,2719.5696,2088.8442,1694.8601,1483.0628,1379.4205,1437.9561,1518.9526,1627.7993,1694.0834,1839.9395,2154.0836,2538.2353,2886.1221,3257.6875,3757.2716,4359.2626,4895.7897,5391.5369,5897.3755,5791.46
2025-04-26,鞭加,3118.2905,2286.4866,1416.3482,1055.2464,1762.4756,2309.6672,2910.5308,5521.4347,7088.7138,8279.8661,9695.9517,10930.7782,10665.148,10076.3078,10525.2074,11131.4159,11792.624,10200.4671,9353.7976,8613.2175,6482.7141,5328.2433,4943.5669,3255.9071
2025-04-27,肯加,5385.79,4670.3262,3920.9918,3150.195,2527.765,1835.4048,1419.7859,1252.2754,1167.1957,1275.5691,1497.3244,1695.7915,1799.5862,1922.2495,2153.0051,2522.1484,3022.0795,3645.8625,4338.9552,5113.0392,5602.2557,5761.8451,5828.8913,5428.5729
2025-04-27,鞭加,2500.7744,1611.4526,1029.5797,849.7135,1042.9029,1825.3717,2785.7692,4303.6336,5781.9352,7275.5524,8397.3624,9293.4165,9695.5995,9589.3693,8937.6572,9783.3522,8438.4109,8697.9707,8067.2696,8036.6709,5865.4341,5476.5931,4915.7586,2787.401
2025-04-28,肯加,4730.123,3797.28,3006.5882,2315.3909,1786.0727,1281.6607,1016.4126,907.1892,870.0518,1133.9247,1299.3894,1511.493,1549.8683,1512.3777,1674.8775,2017.7451,2600.6282,3284.5692,4217.8632,5304.7347,6074.6566,6484.419,6798.3025,6593.9147
2025-04-28,鞭加,1628.492,1143.1798,1100.1695,679.654,1200.2467,2051.8706,2956.2743,4619.1538,7126.4239,8802.4925,12509.9382,10937.7418,12305.4495,11242.7071,12291.3416,11913.6322,12626.2449,11683.2965,10797.2514,9959.0702,8068.3524,5765.0245,4962.8183,3738.5906
2025-04-29,肯加,5793.4633,4783.2028,3706.4892,2810.6705,1991.2915,1358.0514,1000.1413,760.3756,898.0907,1127.1762,1170.7155,1338.2877,1357.6092,1389.2974,1372.0319,1674.4071,2173.4794,429399655.4,3575.6213,4739.9985,5419.6828,5866.0506,6251.8198,6349.0114
2025-04-29,鞭加,2178.5793,2019.3253,1165.4128,1092.8587,1262.869,2399.7656,3465.5589,5378.2417,6256.3694,9784.5296,13321.8495,22270.8128,18565.8351,46945.5351,11799.32,16377.9113,25579.3088,25381.2884,19451.1088,27991.717,12137.8232,6470.21,5111.8839,4107.7655
2025-04-30,肯加,5698.8377,4695.1656,3849.1225,3053.7495,2366.5036,1765.8034,1281.5574,918.6014,914.5542,1097.9501,1203.4347,1310.169,1307.8449,1380.8618,1570.7061,1883.107,2469.2537,3124.735,3922.4097,4992.473,5971.2049,6539.1447,6873.8666,6707.9219
2025-04-30,鞭加,2228.8777,1651.6572,1372.3405,810.9196,1053.9648,1974.8045,3857.9613,5198.3595,6651.2875,8498.4641,8508.3873,9546.71,11335.3765,11908.3648,10836.5509,11621.3156,11510.7283,12202.5821,10431.111,9625.7652,8659.6676,7068.4973,5346.0587,3881.0725
2025-05-01,肯加,6106.4944,5242.6555,4250.7749,3356.9467,2631.0813,2096.7191,1614.6659,1341.8549,1290.196,1424.9489,1482.7193,1498.6864,1596.5126,1779.5437,2072.7005,2439.4115,2769.0178,3407.2668,4147.3667,4897.9339,5382.4647,5773.6076,6103.1862,5858.0806
2025-05-01,鞭加,2273.8527,1511.2296,1256.0959,1401.4989,1593.9624,2568.6181,3149.2303,5147.9749,6807.4311,8066.0136,7717.0464,8729.1029,9267.1654,9531.2091,8792.7185,8384.2487,9474.5723,9221.6342,8542.4673,9602.8817,8285.8033,5673.4905,4392.7163,3405.0535
2025-05-02,肯加,5316.0185,4578.0137,3730.4469,2987.7759,2352.4439,1783.4718,1345.5485,1143.3902,1200.5068,1397.7603,1531.0981,1689.2171,1749.3725,1754.4358,1867.8875,2250.7005,2597.3385,3225.5483,4329.3272,5459.3893,6431.934,7108.4845,7380.2891,84099.3833
2025-05-02,鞭加,2135.1601,1762.0541,876.1558,733.1907,1372.7665,2056.5016,4582.9131,6340.7343,7636.9641,11092.6456,11040.7814,12892.6713,14365.8225,13119.7136,13882.8851,12309.2191,12858.4355,12666.8586,12141.1825,10249.9528,9771.1607,7171.801,5849.5367,4798.4726
2025-05-03,肯加,6704.2234,14184.7583,4824.2511,3859.8552,2844.1402,2178.4352,1706.6072,1412.0615,1295.7356,1384.716,1459.8779,1635.2938,1763.0345,2051.5002,2390.4613,2720.6417,2992.4485,3298.0173,3978.0067,4559.8487,81977.2637,5652.1773,6023.0324,5935.2502
2025-05-03,鞭加,2697.7995,2419.5583,1446.5779,1082.9357,1918.7726,1948.5884,3468.1538,4868.543,6550.5088,7348.2548,8600.534,9653.2754,10967.495,11937.7148,12685.714,11621.8735,11563.652,10653.8823,10561.0389,9472.3921,8108.7617,6983.0262,5917.9065,4191.9238
2025-05-04,肯加,5221.0618,4531.2716,3746.213,3043.8206,2306.5872,1759.8882,1360.4116,1177.8882,1144.0832,1233.5106,1414.081,1620.4494,1758.6727,1861.5106,2045.7412,2299.5458,2487.8898,2851.6884,3431.7969,4002.2523,4812.7669,5498.0888,5947.3364,69050.2552
2025-05-04,鞭加,2263.4334,1867.7108,1406.659,959.5358,1154.3546,1885.6266,3045.3246,5753.1055,7108.5929,8628.0291,10518.6364,11264.9752,12081.5343,11926.0499,12239.1882,12592.9413,12196.152,11077.261,9859.7028,9196.7189,8639.4123,6517.2862,5554.3396,3676.4875
2025-05-05,肯加,5320.7028,4605.7122,3782.0788,3096.9259,2450.2872,1844.9223,1358.0551,1066.6912,944.8372,1046.2441,1238.8851,1450.1413,1606.4671,1830.0194,2158.1057,2493.8347,2788.5857,3064.9598,3696.0201,4299.5924,4903.0723,5390.4555,5772.1765,5593.541
2025-05-05,鞭加,2516.1433,1534.4719,1300.1827,1049.6683,959.9922,1539.1862,3586.5772,4616.4731,5936.2717,7885.1657,9382.3751,9677.9956,10687.0044,11341.771,11128.9662,10424.8554,10129.8666,9850.0245,8760.0326,8387.9975,7248.8913,5003.8085,3883.2146,3659.9629
2025-05-06,肯加,5078.2141,4557.2048,3874.8199,3125.8497,2418.8847,1842.4477,1403.7147,1130.3532,1105.6331,1225.3569,1397.9788,1511.4154,1816.5792,2051.0361,2224.8212,2594.9214,3109.0583,3623.274,4306.9265,4900.8485,5403.6526,5853.4711,6216.052,6078.3893
2025-05-06,鞭加,2286.8669,1547.2545,1110.4751,849.879,1335.5455,1772.8767,3217.2432,4276.3598,5350.7347,7112.1727,8966.8071,10116.2685,10076.3949,9568.1413,9792.3163,8780.5637,8974.8165,9547.9211,8622.8294,7584.023,6258.3916,5451.3893,3935.2034,3044.0642
2025-05-07,肯加,5424.1008,4599.5238,3649.3272,2838.3502,2110.0064,1570.2915,1109.4464,911.2954,827.9428,997.0871,1169.7051,1346.1755,1414.4893,1432.0222,1506.1998,2052.6957,2564.6322,3343.7188,4355.7191,5338.5649,6066.5468,6502.5586,6893.1797,6582.2217
2025-05-07,鞭加,2364.6346,1221.1229,1212.1729,817.8329,863.4285,2142.4271,3789.8712,4683.5602,6893.1143,9291.6241,9974.6202,11399.8379,12479.6172,11638.1746,11415.0492,11808.8309,11145.6501,11028.0969,10498.3576,10145.9212,8105.7867,6061.695,4673.5501,4149.7415
2025-05-08,肯加,5885.7752,5115.379,3956.9298,3019.7617,2188.5977,1469.1533,1039.4347,852.0638,895.6947,1045.1836,1236.4029,1448.3126,1495.9213,1551.4042,1606.0483,1934.6516,2684.4258,3539.9851,4445.6786,5329.9686,6308.7287,6961.1762,7457.5393,7104.974
2025-05-08,鞭加,2086.7762,1564.4472,1175.676,967.6954,1271.1663,2403.5225,3272.9791,5271.8594,6293.5096,8493.5156,9112.5353,10326.1902,11144.592,10462.4545,10213.7335,10166.3031,11120.4793,11307.2899,10579.2706,10348.3519,8806.8305,6971.0192,5710.6158,3805.1359
2025-05-09,肯加,6157.228,5117.134,4294.368,3332.7298,2448.1728,1754.9819,1209.2137,940.2797,957.9966,1118.7281,1206.5805,1415.4335,1586.2398,1600.0409,1618.4269,1787.0521,2242.5245,2951.9611,4062.3463,5210.8922,5928.2598,6620.2819,6984.3289,6887.2283
2025-05-09,鞭加,2340.9208,1662.0689,1065.3019,801.4557,1288.987,2102.041,3103.5792,4581.6901,5535.03,7975.0257,8050.8797,9775.9868,9657.6978,9985.5292,10852.4746,9997.4543,9524.1484,9458.6154,9174.3861,9275.9683,8605.1137,7116.8864,5669.6025,4262.3013
2025-05-10,肯加,6253.396,5252.5402,4233.3747,3396.0403,2722.9125,2127.3195,1584.0097,1349.0603,1247.9225,1386.2648,1553.6122,1598.9226,1701.9884,1876.2825,2206.7808,2641.9711,58568.7857,3404.4573,4137.4412,4799.7767,5242.2698,5607.9556,5968.2574,5739.6294
2025-05-10,鞭加,2443.1026,2230.3981,1497.3004,1177.7674,1351.174,1965.2985,3296.4151,4694.3166,6054.6899,8338.7928,9195.0864,9521.9536,10112.0111,10363.296,11531.5745,10855.0111,10559.6955,9781.5393,8360.0235,7910.9891,7269.7588,5484.0922,4574.9369,3324.8289
2025-05-11,肯加,5232.3357,4722.0957,3954.8348,3041.5313,2457.5396,1982.2506,1559.605,1389.3329,1194.3835,1238.7236,1454.8846,1741.0155,1862.3321,2196.8373,2525.8451,2694.1241,2974.4532,3576.2257,4160.7114,4745.1267,5356.199,5777.231,5911.8082,5570.1496
2025-05-11,鞭加,2016.3646,1545.5297,1073.6016,869.9503,1294.7962,1826.6819,2698.9599,4178.4629,5945.9228,8004.1858,7975.3543,8081.1143,8276.6407,9089.897,9892.4103,9042.1597,8449.9632,9061.0344,8726.6979,8376.485,6420.8289,5846.9174,4489.9633,3164.2578
2025-05-12,肯加,5006.4948,4244.8158,3425.4949,2684.7911,1982.1535,1404.2665,1042.0868,965.7553,998.4459,1170.685,1416.7505,1644.3076,1625.29,1647.6432,1590.4333,1918.4618,2577.4544,3487.3443,4359.1749,5364.8066,5786.1931,6117.8672,6436.7391,6258.1361
2025-05-12,鞭加,2018.7734,1430.4636,817.5615,633.7874,1270.0397,1995.4968,3191.1249,5509.6527,7429.4148,8988.4273,9654.1822,10010.9189,11886.116,11465.4452,11153.9792,11144.7336,11736.8001,11455.8479,10190.9513,10160.4842,8494.5473,5648.3165,4618.7,3263.6082
2025-05-13,肯加,5580.7909,4660.0323,3779.2129,2961.3929,2240.3039,1635.7829,1182.8852,901.2019,838.6751,999.2044,1072.5471,1245.7358,1345.9267,1486.7256,1623.581,2071.4894,2801.0828,3631.2578,4550.2686,5479.861,6188.3035,6794.4741,7120.4197,6771.8723
2025-05-13,鞭加,2090.5724,1712.514,1191.1604,764.4467,1512.9038,2079.7513,3449.2274,5003.6229,6576.3128,8847.8309,8982.819,9781.2266,10823.7343,10591.9995,12042.1764,11581.2624,10580.6882,12126.2389,11407.0905,9547.1711,7984.0836,7245.5294,5936.6636,4361.4786
2025-05-14,肯加,5949.102,5012.3654,4100.5264,3178.1442,2351.6302,1676.3897,1188.1425,845.5681,770.6595,953.5151,1098.7964,1343.7311,1426.4181,1475.8525,1560.3827,1859.4177,2335.9394,3220.0977,4196.0608,5256.3973,6030.7045,6480.7794,6962.5364,6699.9537
2025-05-14,鞭加,2482.0835,1769.813,1111.9216,949.9096,1442.9631,2122.2289,2969.6704,4517.831,6045.6886,8560.7023,8801.7688,9085.3626,10773.9098,10646.9315,743473.4724,10588.9742,11120.92,11018.9617,9795.188,10313.9441,8126.3879,5667.1927,4799.5682,3776.2335
2025-05-15,肯加,6014.0999,5113.5639,4130.4461,3167.7221,2321.4601,1703.2266,1151.3636,966.2441,969.0917,1108.539,1234.5641,1343.0615,1308.8597,1246.2332,1438.4834,1836.6483,2379.1216,3172.3412,4161.8881,5335.4557,6090.4222,6478.2966,6840.214,6616.5349
