statId,statNm,addr,lat,lng,kindDetail,busiNm
BE241243,워터 산청휴게소 통영방향,경상남도 산청군 단성면 통영대전고속도로 77,35.3344392,127.9371415,C001,브라이트에너지파트너스
BE241244,워터 영산휴게소 창원방향,경상남도 창녕군 영산면 장척호수길 56-110,35.429259,128.495536,C001,브라이트에너지파트너스
BE241245,워터 장유휴게소 서부산방향,경상남도 김해시 장유로116번길 44-82,35.2113796,128.7938558,C001,브라이트에너지파트너스
BE241246,워터 진영휴게소 순천방향,경상남도 김해시 진영읍 우동리 318-5,35.2798891,128.7182241,C001,브라이트에너지파트너스
BE241247,워터 진주휴게소 반려견놀이터주차장,경상남도 진주시 남해고속도로 194,35.159084,128.120542,C001,브라이트에너지파트너스
BE241248,워터 함안휴게소 부산방향,경상남도 함안군 군북면 현포로 205,35.293782,128.347778,C001,브라이트에너지파트너스
BE241249,워터 함안휴게소 순천방향,경상남도 함안군 군북면 현포로 205-1,35.294895,128.343693,C001,브라이트에너지파트너스
BE241250,워터 현풍휴게소 대구방향,대구광역시 달성군 현풍읍 비슬로 741,35.702207,128.437991,C001,브라이트에너지파트너스
BE241251,워터 현풍휴게소 창원방향,대구광역시 달성군 현풍읍 성하길 48,35.70169,128.435728,C001,브라이트에너지파트너스
BE260401,워터 고삼호수휴게소 세종방향,경기 안성시 고삼면 삼은리 산 17-1,37.075894,127.29423,C001,브라이트에너지파트너스
BE260402,워터 고삼호수휴게소 포천방향,경기 안성시 고삼면 봉산리 산 11-9,37.07716,127.294667,C001,브라이트에너지파트너스
BE401904,워터 태안 몽산포해수욕장,충청남도 태안군 남면 달산리 865,36.668787,126.304744,C002,브라이트에너지파트너스
BE482503,워터 보령 대천해수욕장,충청남도 보령시 요암동 376,36.324436,126.554487,C002,브라이트에너지파트너스
BE490403,워터 양양 서피비치,강원특별자치도 양양군 현북면 동해대로 1631,38.030707,128.706625,C002,브라이트에너지파트너스
BPA00025,화성광주고속도로 영업소,경기도 용인시 처인구 포곡읍 석성로 1127-33,37.2,127.2,C001,차밥스
CV000317,경주 괘릉휴게소,경상북도 경주시 외동읍 산업로 2762-3,35.757306,129.314388,C002,채비
CV000760,연풍휴게소,충청북도 괴산군 연풍면 중원대로 190,36.754742,128.011649,C002,채비
CV000925,월악휴게소,충청북도 충주시 수안보면 중원대로 1296,36.8345572,128.0024339,C002,채비
CV000926,진남휴게소,경상북도 문경시 마성면 문경대로 1356,36.6601497,128.1256096,C002,채비
CV000927,생곡휴게소,충청북도 괴산군 칠성면 연풍로 114,36.7769714,127.8918905,C002,채비
CV000928,시루봉휴게소,충청북도 괴산군 연풍면 중부로 6534,36.7584245,127.9738321,C002,채비
CV001109,가야휴게소,경상북도 성주군 수륜면 가야산식물원길 2,35.800339,128.143396,C002,채비
CV001110,조령휴게소,충청북도 괴산군 연풍면 중원대로 221,36.75423,128.008093,C002,채비
CV001111,금강송휴게소,경상북도 울진군 금강송면 불영계곡로 1804,36.938107,129.258452,C002,채비
CV001115,어평재휴게소,강원특별자치도 태백시 태백산로 4162,37.122777,128.899371,C002,채비
CV001160,경기안산복합휴게소,경기도 안산시 단원구 영동고속도로 15,37.3508507,126.8177073,C001,채비
CV001300,청화산농원휴게소,경상북도 상주시 화북면 입석1길 2,36.600108,127.901632,C002,채비
CV001722,만남의광장,충청북도 괴산군 칠성면 괴강로 308,36.802862,127.822692,C002,채비
CV001776,경기안산복합휴게소,경기도 안산시 단원구 영동고속도로 15,37.351153,126.818832,C001,채비
CV001888,신풍휴게소(상주방향),충청남도 공주시 신풍면 당진영덕고속도로 54,36.5232642,126.9964655,C001,채비
CV001981,신풍휴게소(당진방향),충청남도 공주시 신풍면 당진영덕고속도로 53,36.519416,126.99974,C001,채비
CV002804,경기광주휴게소 하행선,경기도 광주시 곤지암읍 만삼로 270,37.37871,127.4372,C001,채비
CV002821,경기양평휴게소 하행선,경기도 양평군 양동면 송석2길 52,37.395886,127.727509,C001,채비
CV002822,경기양평휴게소 상행선,경기도 양평군 양동면 여양3로 384-27,37.39874,127.7228,C001,채비
CV002823,경기광주휴게소 상행선,경기도 광주시 곤지암읍 유사리 179-8,37.3802,127.4239,C001,채비
CV003244,청도새마을휴게소(부산방향),경상북도 청도군 청도읍 하지길 59-49,35.595976,128.767538,C001,채비
CV003267,청도새마을휴게소(대구방향),경상북도 청도군 청도읍 하지길 59-50,35.593782,128.769371,C001,채비
CV003332,인삼관광휴게소,충청북도 증평군 증평읍 중부로 2451,36.7952598,127.5825705,C002,채비
CV003538,호성동 만남의광장,전북특별자치도 전주시 덕진구 완주로 6,35.8677667,127.1475259,C002,채비
CV003603,면천휴게소(상주방향),충청남도 당진시 면천면 당진영덕고속도로 10,36.790911,126.678572,C001,채비
CV003604,면천휴게소(당진방향),충청남도 당진시 면천면 당진영덕고속도로 9,36.790883,126.679933,C001,채비
CV003867,대덕밸리만남의 광장,대전광역시 유성구 대덕대로 977,36.4163563,127.37672,C002,채비
CV004105,대청댐 휴게소,대전광역시 대덕구 대청로 636,36.4750679,127.4788657,C002,채비
CV004134,가천졸음쉼터(대구방향),대구광역시 수성구 가천동 산 21-18,35.8475562,128.689471,C001,채비
CV004157,영종대교휴게소,인천광역시 서해구 정서진남로 25,37.553767,126.607044,C002,채비
CV004279,수동휴게소(화도방향),경기도 남양주시 수동면 비룡로 1183-1,37.727501,127.292203,C001,채비
CV004280,수동휴게소(포천방향),경기도 남양주시 수동면 비룡로 1183,37.7337305,127.291269,C001,채비
CV004560,칠서휴게소(양평방향),"경상남도 함안군 칠서면 계내리 38,1356-4",35.3702961,128.4972354,C001,채비
CV004561,거창휴게소(대구방향),경상남도 거창군 가조면 가조가야로 1523,35.706102,128.0575488,C001,채비
CV004564,성주휴게소(양평방향),경상북도 성주군 초전면 중부내륙고속도로 98,36.0076168,128.2609592,C001,채비
CV004565,시흥하늘휴게소(일산방향),경기도 시흥시 수도권제1순환고속도로 105-1,37.385261,126.8557281,C001,채비
CV004566,평사휴게소(부산방향),경상북도 경산시 진량읍 경부고속도로 105,35.8851745,128.8653968,C001,채비
CV004567,거창휴게소(광주방향),경상남도 거창군 가조면 가조가야로 1543-81,35.708378,128.0588178,C001,채비
CV004572,문산휴게소(순천방향),경상남도 진주시 문산읍 남해고속도로 195,35.1720577,128.1526988,C001,채비
CV004573,외동휴게소(부산방향),경상북도 경주시 외동읍 상석길 58-74,35.6722541,129.2853804,C001,채비
CV004574,함평천지휴게소(서울방향),전남광주통합특별시 함평군 손불면 서해안고속도로 38,35.1313441,126.4820481,C001,채비
CV004575,남성주참외휴게소(창원방향),경상북도 성주군 선남면 중부내륙고속도로 77,35.8682504,128.3167949,C001,채비
CV004577,추풍령휴게소(부산방향),경상북도 김천시 봉산면 경부고속도로 213-1,36.2015123,128.0004282,C001,채비
CV004580,시흥하늘휴게소(판교방향 2층),경기도 시흥시 조남동 198-22,37.383106,126.8540564,C001,채비
CV004581,와촌휴게소(포항방향),경상북도 경산시 와촌면 강학리 산71-1,35.9519462,128.7744631,C001,채비
CV004583,언양휴게소(서울방향),울산광역시 울주군 언양읍 경부고속도로 44,35.5972281,129.141484,C001,채비
CV004584,칠곡휴게소(부산방향),경상북도 칠곡군 석적읍 경부고속도로 159,36.0205425,128.4284661,C001,채비
CV004586,경산휴게소(서울방향),경상북도 경산시 진량읍 대학로 1089,35.8787862,128.8095519,C001,채비
CV004729,함양휴게소(통영방향),경상남도 함양군 지곡면 효산길 23-31,35.5519876,127.7585496,C001,채비
CV004730,함양휴게소(대전방향),경상남도 함양군 지곡면 효산길 23-11,35.5519293,127.7600842,C001,채비
CV004731,춘향휴게소(완주방향),전북특별자치도 남원시 수지면 순천완주고속도로 50,35.3377397,127.353813,C001,채비
CV004732,춘향휴게소(순천방향),전북특별자치도 남원시 수지면 순천완주고속도로 49,35.3370177,127.351629,C001,채비
CV004733,외동휴게소(포항방향),경상북도 경주시 외동읍 상석길 58-70,35.6734517,129.2883657,C001,채비
CV004734,영천휴게소(포항방향),경상북도 영천시 임고면 운주로 777,36.0519821,129.0411471,C001,채비
CV004735,김천휴게소(서울방향),경상북도 김천시 농소면 경부고속도로 194,36.1307545,128.1632089,C001,채비
CV004736,논공휴게소(대구방향),대구광역시 달성군 논공읍 삼리리 538-2,35.7643673,128.4021587,C001,채비
CV004741,울주휴게소(울산방향),울산광역시 울주군 삼동면 함양울산고속도로 134,35.5101909,129.1310259,C001,채비
CV004761,김천휴게소(부산방향),경상북도 김천시 농소면 경부고속도로 193,36.1293069,128.1656465,C001,채비
EC310001,언양(서울)휴게소 (급),울산광역시 울주군 언양읍 경부고속도로 44,35.598372726,129.1409269,C001,이지차저
EC410099,서여주휴게소(양평방향) (급),경기도 여주시 세종대왕면 중부내륙고속도로 272,37.27818,127.5802,C001,이지차저
EC410100,남한강(창원)휴게소 (급),경기도 양평군 강상면 병산리 778-5,37.4828,127.4668,C001,이지차저
EC410101,남한강(포천)휴게소 (급),경기도 양평군 강상면 병산리 722-12,37.4833,127.4662,C001,이지차저
EC430006,단양팔경휴게소 (부산방향) (급),충청북도 단양군 적성면 기동2길 32-37,36.99458,128.2884,C001,이지차저
EC430007,단양팔경휴게소 (춘천방향) (급),충청북도 단양군 단성면 하방3길 100,36.94339,128.3236,C001,이지차저
EC430008,속리산휴게소 (청주방향) (급),충청북도 보은군 마로면 적암길 56-18,36.4469,127.8688,C001,이지차저
EC430009,오창휴게소 (통영방향) (급),충청북도 청주시 청원구 오창읍 중부고속도로 21,36.759,127.4813,C001,이지차저
EC430010,음성휴게소 (하남방향) (급),충청북도 음성군 삼성면 중부고속도로 52,37.0214,127.4841,C001,이지차저
EC430011,충주휴게소 (창원방향) (급),충청북도 충주시 중앙탑면 중부내륙고속도로 231,37.02309,127.8363,C001,이지차저
EC430012,옥산(부산)휴게소 (급),충청북도 청주시 흥덕구 옥산면 경부고속도로 309,36.657632503,127.36983704,C001,이지차저
EC440004,천안호두휴게소 (부산방향) (급),충청남도 천안시 동남구 수신면 성남로 793-40,36.730429,127.263078,C001,이지차저
EC440005,벌곡휴게소 (논산방향) (급),충청남도 논산시 벌곡면 호남지선고속도로 25,36.2175,127.2734,C001,이지차저
EC440006,벌곡휴게소 (대전방향) (급),충청남도 논산시 벌곡면 벌곡로 9-58,36.2098,127.2701,C001,이지차저
EC440007,서천휴게소 (서울방향) (급),충청남도 서천군 비인면 서해안고속도로 168,36.1322,126.6277,C001,이지차저
EC440008,홍성휴게소 (목포방향) (급),충청남도 홍성군 은하면 금국리 275-2,36.5531,126.5795,C001,이지차저
EC450020,익산미륵사지(천안)휴게소 (급),전북특별자치도 익산시 여산면 호남고속도로 192,36.049,127.1048,C001,이지차저
EC450021,이서휴게소 (순천방향) (급),전북특별자치도 완주군 이서면 호남고속도로 161,35.8045,127.0241,C001,이지차저
EC450022,이서휴게소 (천안방향) (급),전북특별자치도 완주군 이서면 호남고속도로 162,35.80126,127.0252,C001,이지차저
EC450023,정읍녹두장군휴게소 (순천방향) (급),전북특별자치도 정읍시 북면 정신로 135-61,35.6014,126.8624,C001,이지차저
EC450024,정읍녹두장군휴게소 (천안방향) (급),전북특별자치도 정읍시 북면 하북1길 227-17,35.5999,126.8686,C001,이지차저
EC450025,정읍녹두장군휴게소 (천안방향)(급),전북특별자치도 정읍시 북면 하북1길 227-24,35.6005,126.8652,C001,이지차저
EC450026,진안마이산휴게소 (장수방향) (급),전북특별자치도 진안군 진안읍 익산장수고속도로 42,35.7752,127.4263,C001,이지차저
EC450027,강천산휴게소 (광주방향) (급),전북특별자치도 순창군 순창읍 광주대구고속도로 27,37.3657,127.1053,C001,이지차저
EC450028,강천산휴게소 (대구방향) (급),전북특별자치도 순창군 순창읍 광주대구고속도로 28,37.3642,127.1033,C001,이지차저
EC450029,춘향휴게소 (순천방향) (급),전북특별자치도 남원시 수지면 순천완주고속도로 49,35.3376912,127.3516,C001,이지차저
EC450030,춘향휴게소 (순천방향) (급),전북특별자치도 남원시 수지면 순천완주고속도로 49,35.3365467,127.3516,C001,이지차저
EC450031,춘향휴게소 (완주방향) (급),전북특별자치도 남원시 수지면 순천완주고속도로 50,35.3377,127.3538,C001,이지차저
EC450032,춘향휴게소 (완주방향) (급),전북특별자치도 남원시 수지면 순천완주고속도로 50,35.3377,127.3538,C001,이지차저
EC450033,익산미륵사지(천안)휴게소 (급),전북특별자치도 익산시 여산면 호남고속도로 192,36.049,127.1048,C001,이지차저
EC470007,김천휴게소 (서울방향) (급),경상북도 김천시 농소면 경부고속도로 194,36.130791,128.1649147,C001,이지차저
EC470008,화서휴게소 (영덕방향) (급),경상북도 상주시 화서면 터골길 51-25,36.4436377,127.9216,C001,이지차저
EC470009,남성주참외휴게소 (창원방향) (급),경상북도 성주군 선남면 중부내륙고속도로 77,35.86959,128.3167,C001,이지차저
EC470010,동명휴게소 (부산방향)(급),경상북도 칠곡군 동명면 중앙고속도로 123,36.0077,128.5461967,C001,이지차저
EC470011,성주휴게소 (창원방향) (급),경상북도 성주군 초전면 중부내륙고속도로 97,36.0113681,128.2602,C001,이지차저
EC470012,의성휴게소 (영덕방향) (급),경상북도 의성군 안계면 새못안길 45-47,36.4099527,128.4476509,C001,이지차저
EC470013,추풍령(서울)휴게소 (급),경상북도 김천시 봉산면 경부고속도로 214-1,36.199932368,128.00358508,C001,이지차저
EC470014,추풍령(서울)휴게소 (급),경상북도 김천시 봉산면 경부고속도로 214-1,36.199932368,128.00358508,C001,이지차저
EC470015,추풍령(부산)휴게소 (급),경상북도 김천시 봉산면 경부고속도로 214-1,36.199932368,128.00358508,C001,이지차저
EC470016,추풍령(부산)휴게소 (급),경상북도 김천시 봉산면 경부고속도로 214-1,36.199932368,128.00358508,C001,이지차저
EC480008,칠서휴게소 (양평방향) (급),경상남도 함안군 칠서면 계룡로 122-1,35.37019,128.4973,C001,이지차저
EC480009,함양휴게소 (대전방향) (급),경상남도 함양군 지곡면 효산길 23-11,35.5519251,127.7601,C001,이지차저
EC480010,함양휴게소 (통영방향) (급),경상남도 함양군 지곡면 효산길 23-31,35.5519251,127.7584,C001,이지차저
EC480011,통도사(부산)휴게소 (급),경상남도 양산시 하북면 경부고속도로 31-1,35.490075236,129.09204145,C001,이지차저
EC480012,통도사(부산)휴게소 (급),경상남도 양산시 하북면 경부고속도로 31-1,35.490075236,129.09204145,C001,이지차저
EC510001,원주휴게소 (부산방향) (급),강원특별자치도 원주시 호저면 마근거리길 120,37.4344865,127.9292844,C001,이지차저
EC510002,춘천휴게소(부산방향) (급),강원특별자치도 춘천시 동내면 영서로 1432,37.8126593,127.7669925,C001,이지차저
EC510003,치악휴게소 (부산방향) (급),강원특별자치도 원주시 신림면 치악로 416,37.2544069,128.0482039,C001,이지차저
EC510004,치악휴게소 (춘천방향) (급),강원특별자치도 원주시 신림면 다리실2길 32,37.2563047,128.0492174,C001,이지차저
EC510006,동해휴게소 (급),강원특별자치도 동해시 동해대로 6437,37.601081,129.0743891,C001,이지차저
EH213095,청주척산만남의광장급속(ENH),충청북도 청주시 서원구 남이면 청남로 1334,36.5617448,127.4471962,C002,이앤에이치에너지
EO000309,E1 용인처인휴게소(세종방향) 전기차충전소,경기도 용인시 처인구 모현읍 곡현로619번길 36,37.340893,127.21927,C001,E1
EO000310,E1 용인처인휴게소(포천방향) 전기차충전소,경기도 용인시 처인구 모현읍 곡현로619번길 36,37.340518,127.221019,C001,E1
EP190041,영덕 장사해돋이휴게소(김상원),경상북도 영덕군 남정면 동해대로 3763,36.2956405,129.3763189,C002,이카플러그
EV011687,충북옥천 금강휴게소,충청북도 옥천군 동이면 조령리 576,36.2794503,127.6737254,C001,에버온
GS000049,고양휴게소(문산방향),경기도 고양시 덕양구 수원문산고속도로 52,37.630917,126.852015,C001,GS칼텍스
HD000001,음성휴게소 (통영방향) E-pit,충청북도 음성군 삼성면 중부고속도로 51,37.018688064,127.48079185,C001,현대자동차
HD000002,안성휴게소 (서울방향) E-pit,경기도 안성시 원곡면 경부고속도로 372,37.0755757,127.1329907,C001,현대자동차
HD000003,안성휴게소 (부산방향) E-pit,경기도 안성시 원곡면 경부고속도로 365,37.0128961,127.1452245,C001,현대자동차
HD000004,화성휴게소 (목포방향) E-pit,경기도 화성시 만세구 팔탄면 서해안고속도로 301,37.145948,126.8787951,C001,현대자동차
HD000005,횡성휴게소 (강릉방향) E-pit,강원특별자치도 횡성군 안흥면 영동고속도로 154-2,37.4625793,128.1353174,C001,현대자동차
HD000006,내린천휴게소 (서울방향) E-pit,강원특별자치도 인제군 상남면 서울양양고속도로 117,37.9153291,128.2861463,C001,현대자동차
HD000007,칠곡휴게소 (부산방향) E-pit,경상북도 칠곡군 왜관읍 경부고속도로 159,36.0205754,128.4286496,C001,현대자동차
HD000008,문경휴게소 (양평방향) E-pit,경상북도 문경시 중부내륙고속도로 174,36.6199765,128.152732,C001,현대자동차
HD000009,군산휴게소 (서울방향) E-pit,전북특별자치도 군산시 나포면 서해안고속도로 148,36.019602538,126.79724361,C001,현대자동차
HD000010,문산휴게소 (순천방향) E-pit,경상남도 진주시 문산읍 남해고속도로 195,35.1720003,128.1522433,C001,현대자동차
HD000011,함안휴게소 (부산방향) E-pit,경상남도 함안군 군북면 현포로 205,35.2942868,128.3459713,C001,현대자동차
HD000012,함평나비휴게소 (무안방향) E-pit,전남광주통합특별시 함평군 엄다면 무안광주고속도로 11,35.0384942,126.5099527,C001,현대자동차
HD000042,가평휴게소(서울방향) E-pit,경기도 가평군 설악면 미사리로 544,37.7004138,127.5437702,C001,현대자동차
HD000043,가평휴게소(춘천방향) E-pit,경기도 가평군 설악면 미사리로540번길 51,37.7030421,127.5462785,C001,현대자동차
HD000044,안산 시화나래휴게소 E-pit,경기도 안산시 단원구 대부황금로 1927,37.310891434,126.60709275,C001,현대자동차
HD000051,장안휴게소(부산방향) E-pit,부산광역시 기장군 장안읍 동해고속도로 25,35.3802737,129.2463023,C001,현대자동차
HD000052,장안휴게소(울산방향) E-pit,부산광역시 기장군 장안읍 동해고속도로 26,35.3801212,129.2484436,C001,현대자동차
HD000069,경주 IC 휴게소 E-pit,경상북도 경주시 서라벌대로 420,35.8125768,129.1945303,C001,현대자동차
HD000088,영해휴게소 E-pit,경상북도 영덕군 영해면 동해대로 6568,36.529498046,129.40293306,C001,현대자동차
HE230153,합강정휴게소,강원특별자치도 인제군 인제읍 설악로 2254,38.077592646,128.18595073,C001,한국전기차충전서비스
HE230161,상월휴게소,충청남도 논산시 상월면 호월로 703,36.314472925,127.13013217,C001,한국전기차충전서비스
HE240021,사선대휴게소,전북특별자치도 임실군 관촌면 춘향로 3600,35.683513935,127.2641382,C001,한국전기차충전서비스
HE240378,아라마루휴게소,인천광역시 계양구 아라로 228,37.572639304,126.7013906,C001,한국전기차충전서비스
HM001052,가덕휴게소,부산광역시 강서구 거가대로 2571,35.022842672,128.80787065,C001,휴맥스이브이
HM001053,거제휴게소,경상남도 거제시 장목면 거가대로 1068,34.973337025,128.69286807,C001,휴맥스이브이
HM001318,서대산고향휴게실,충청남도 금산군 군북면 산꽃로 862,36.22069361,127.56792628,C002,휴맥스이브이
HM110191,알찬휴게소,경기도 의왕시 원터아랫길 11-1,37.39401658,127.01704148,C002,휴맥스이브이
HM110281,HK하이웨이 평택휴게소(상행_서울인천 방향),경기도 평택시 청북읍 평택제천고속도로 6,37.0439374,126.9441268,C001,휴맥스이브이
HM110282,HK하이웨이 평택휴게소(하행_음성제천방향),경기도 평택시 청북읍 평택제천고속도로 6,37.0450529,126.9451096,C001,휴맥스이브이
HM410025,만남의광장,강원특별자치도 양구군 국토정중앙면 정중앙로 682,38.1136541,128.038289,C002,휴맥스이브이
HP240003,해피차지 시흥 은계점,경기도 시흥시 수인로3247번길 57,37.43350455,126.79855852,C002,주식회사 해피차지
HP250007,해피차지 부천 소사점,경기도 부천시 소사구 소사동로 203,37.4796645,126.8148355,C002,주식회사 해피차지
HP250008,해피차지 남양주 별내점,경기도 남양주시 별내면 송산로 388,37.676430091,127.13502839,C002,주식회사 해피차지
HY000160,양평 용문휴게소,경기도 양평군 용문면 경강로 2946,37.4945991,127.5935807,C001,현대엔지니어링
HY000928,괴산 소금강휴게소,충청북도 괴산군 칠성면 쌍곡로 242,36.76173177,127.8897133,C002,현대엔지니어링
KGKHG005,양주휴게소,경기도 양주시 장흥면 수도권제1순환고속도로 58,37.67914,126.9159,C001,KH에너지(주)
KL001848,해오름 휴게소,경상북도 포항시 북구 기계면 기계로57번길 21,36.0682317,129.2109379,C002,(주)클린일렉스
KP000003,음성휴게소(통영방향),충청북도 음성군 삼성면 중부고속도로 51,37.01703347,127.4812921,C001,한국전력
KP000004,음성휴게소(하남방향),충청북도 음성군 삼성면 중부고속도로 52,37.02358207,127.484044,C001,한국전력
KP000005,오창휴게소(통영방향),충청북도 청주시 청원구 오창읍 중부고속도로 21,36.75848349,127.4817594,C001,한국전력
KP000006,오창휴게소(하남방향),충청북도 청주시 청원구 오창읍 중부고속도로 22,36.75730211,127.4824329,C001,한국전력
KP003269,서라벌광장휴게소,경상북도 경주시 율동 593,35.8125816417,129.1972241327,C002,한국전력
KP003386,화양강충전소,강원특별자치도 홍천군 두촌면 설악로 3330,37.799415,127.988075,C001,한국전력공사
KP003400,(고속도로)경주IC휴게소,경상북도 경주시 율동 64-1,35.8126904,129.194727,C001,한국전력
KP003434,철정휴게소,강원특별자치도 홍천군 두촌면 철정리 991-6,37.800317,127.987177,C001,한국전력
KP004395,양평만남의광장 전기차충전소,경기도 양평군 양서면 경강로 954,37.50795,127.3944,C002,한국전력
KP004470,(고속도로)청송휴게소 청주방면,경상북도 청송군 파천면 중평병부길 203-92,36.4567418,129.0114786,C001,한국전력
KP004999,벌곡휴게소,충청남도 논산시 벌곡면 호남지선고속도로 25,36.2177,127.2733,C001,한국전력
KP005092,홍화원휴게소,경상남도 산청군 신안면 둔철산로 39,35.3494,127.9352,C002,한국전력
KP005311,현풍휴게소(대구방면),대구광역시 달성군 현풍읍 비슬로 741,35.7018,128.4381,C001,한국전력
KP005312,현풍휴게소(창원방면),대구광역시 달성군 현풍읍 성하길 48,35.7017,128.4353,C001,한국전력
KP005344,진영(순천)휴게소,경상남도 김해시 진영읍 하계로96번길 68,35.2801,128.7161,C001,한국전력
KP005345,(고속도로)통도사휴게소 부산방향,경상남도 양산시 하북면 경부고속도로 31-1,35.4885,129.0914,C001,한국전력
KP005346,(고속도로)양산휴게소 서울방면,경상남도 양산시 동면 목장길 15-50,35.3233,129.0558,C001,한국전력
KP005347,(고속도로)언양휴게소 서울방면,울산광역시 울주군 언양읍 경부고속도로 44,35.59,129.14,C001,한국전력
KP005351,외동휴게소(울산방면),경상북도 경주시 외동읍 상석길 58-74,35.6726,129.2854,C001,한국전력
KP005352,외동휴게소(포항방면),경상북도 경주시 외동읍 상석길 58-70,35.6727,129.2884,C001,한국전력
KP005372,산청휴게소(대전방향),경상남도 산청군 단성면 통영대전고속도로 76,35.333,127.9391,C001,한국전력
KP005373,산청휴게소(통영방향),경상남도 산청군 단성면 통영대전고속도로 77,35.333,127.9373,C001,한국전력
KP005386,칠서휴게소(양평방향),경상남도 함안군 칠서면 계룡로 122-1,35.3714,128.4967,C001,한국전력
KP005428,용인휴게소 강릉방향,경기도 용인시 처인구 주북로94번길 30-1,37.2455,127.2433,C001,한국전력
KP005429,(고속도로)용인휴게소 인천방향,경기도 용인시 처인구 주북로 66-14,37.24,127.24,C001,한국전력
KP005430,(고속도로)여주휴게소 강릉방향,경기도 여주시 가남읍 화평길 116,37.23,127.57,C001,한국전력
KP005434,(고속도로)구리남양주 행복드림쉼터,경기도 구리시 수도권제1순환고속도로 27,37.5903,127.1561,C001,한국전력
KP005437,오수(완주) 고속도로,전북특별자치도 임실군 오수면 순천완주고속도로 74,35.5391,127.3109,C001,한국전력
KP005439,지리산휴게소 대구방향,전북특별자치도 남원시 아영면 광주대구고속도로 76,35.4813,127.5673,C001,한국전력
KP005443,백양사(순천) 휴게소,전남광주통합특별시 장성군 북이면 모현2길 90-1,35.394,126.8053,C001,한국전력
KP005444,백양사(천안) 휴게소,전남광주통합특별시 장성군 북일면 호남고속도로 108,35.393,126.8071,C001,한국전력
KP005455,섬진강휴게소 순천방향,전남광주통합특별시 광양시 진월면 신답길 24-14,34.9849,127.7686,C001,한국전력
KP005456,(고속도로)섬진강휴게소 부산방향,전남광주통합특별시 광양시 진월면 섬진강매화로 141,34.98,127.77,C001,한국전력
KP005462,보성녹차(순천)휴게소,전남광주통합특별시 보성군 겸백면 남해고속도로 70,34.8101,127.1826,C001,한국전력
KP005463,보성녹차(영암) 휴게소,전남광주통합특별시 보성군 미력면 남해고속도로 63,34.8139,127.1275,C001,한국전력
KP005478,(고속도로)곡성휴게소 순천방향,전남광주통합특별시 곡성군 겸면 호남고속도로 49,35.2586,127.1503,C001,한국전력
KP005479,(고속도로)곡성휴게소 논산방향,전남광주통합특별시 곡성군 겸면 호남고속도로 50,35.2597,127.1529,C001,한국전력
KP005485,춘천휴게소(부산방향),강원특별자치도 춘천시 동내면 영서로 1432,37.8126,127.7665,C001,한국전력
KP005488,홍천휴게소(양양방향),강원특별자치도 홍천군 화촌면 서울양양고속도로 84,37.7573,128.0042,C001,한국전력
KP005493,(고속도로)구정휴게소 동해방향,강원특별자치도 강릉시 구정면 동해고속도로 345,37.7226,128.8516,C001,한국전력
KP005494,평창휴게소 강릉방향,강원특별자치도 평창군 용평면 경강로 2159-58,37.6056,128.4528,C001,한국전력
KP005506,문막휴게소 강릉방향,강원특별자치도 원주시 문막읍 원문로 1234,37.3346,127.8576,C001,한국전력
KP005507,원주휴게소 춘천방향,강원특별자치도 원주시 호저면 마근거리길 110,37.434,127.9316,C001,한국전력
KP005600,거제대교 휴게소,경상남도 통영시 용남면 남해안대로 47,34.89,128.47,C001,한국전력
KRC10049,칠성휴게소,충청북도 괴산군 칠성면 중부로 5611,36.784342,127.878167,C002,이브이씨원
PC000139,금봉이 휴게소(제천),충청북도 제천시 송학면 북부로 3500,37.184607,128.286024,C002,파킹클라우드
PC000584,겁내골휴게소(산청),경상남도 산청군 단성면 묵곡리 241-3,35.278602,127.9673687,C002,파킹클라우드
PC000848,단양죽령휴게소,충청북도 단양군 대강면 죽령로 2152,36.898763506,128.43585364,C002,아이파킹
PI313357,안산시 시화나래휴게소,경기도 안산시 단원구 대부황금로 1927,37.310900529,126.60711808,C002,GS차지비
PI550067,고성군 적석산관광휴게소,경상남도 고성군 회화면 구만로 1332,35.0903948,128.3778471,C002,GS차지비
PI610453,순천시 상사호휴게소,전남광주통합특별시 순천시 상사면 상사호길 553,34.951237895,127.41656469,C002,GS차지비
PI700476,동부휴게소,제주특별자치도 제주시 조천읍 번영로 1619,33.457519,126.703718,C001,GS차지비
SGKHE002,SK엔크린 서부산휴게소,부산광역시 강서구 남해2지선고속도로 19,35.1572888,128.9487625,C001,SK시그넷
SGKHE004,의왕휴게소,경기도 의왕시 오전로 24,37.3469678,126.9851776,C001,SK시그넷 
SGKHE005,평택복합휴게소(평택방향),경기도 평택시 청북읍 평택제천고속도로 6,37.3469678,126.9851776,C001,SK시그넷 
SGKHE006,평택복합휴게소(제천방향),경기도 평택시 청북읍 평택제천고속도로 6,37.0448315,126.946019,C001,SK시그넷 
SGMAC001,마장프리미엄휴게소 상행선,경기도 이천시 마장면 중부고속도로 82,37.262667,127.4079037,C001,SK시그넷
SGMAC002,마장프리미엄휴게소 하행선,경기도 이천시 마장면 중부고속도로 82,37.2661602,127.4047885,C001,SK시그넷
SGMAC003,이인휴게소(천안방향),충청남도 공주시 이인면 논산천안고속도로 32,37.2661602,127.4047885,C001,SK시그넷
